id,date,news,label,pct_change,text_length,textlemma,textlengthforlemma,word_count,topic,topic_name
nifty_365,2011-11-02,Spate of IPOs Imminent,Rise,0.0182,22,spate ipo imminent,18,3,5,other
nifty_366,2011-11-03,Boeing Adds to 737 Jetliner's Backlog,Fall,-0.0061,37,boeing add jetliner backlog,27,4,9,aviation industry
nifty_366,2011-11-03,IAC to Pay Dividend,Fall,-0.0061,19,iac pay dividend,16,3,3,quarterly results (2)
nifty_366,2011-11-03,Fewer Thanksgiving Fliers Likely,Fall,-0.0061,32,fewer thanksgiving flier likely,31,4,9,aviation industry
nifty_366,2011-11-03,India to Open Fighter-Jet Bids,Fall,-0.0061,30,india open fighter jet bid,26,5,9,aviation industry
nifty_366,2011-11-03,Russia Pilots Braked on Takeoff,Fall,-0.0061,31,russia pilot braked takeoff,27,4,9,aviation industry
nifty_367,2011-11-07,"PostNL Q3 profit beats, cautious on future dividends",Rise,0.0128,52,postnl profit beat cautious future dividend,43,6,3,quarterly results (2)
nifty_367,2011-11-07,German econ min: gold reserves cannot be touched,Rise,0.0128,48,german econ min gold reserve cannot touched,43,7,6,precious metals
nifty_367,2011-11-07,PRECIOUS-Gold up 1 pct as Europe debt worries linger,Rise,0.0128,52,precious gold pct europe debt worry linger,42,7,6,precious metals
nifty_367,2011-11-07,N.Y. Times Digital Chief to Retire,Rise,0.0128,34,time digital chief retire,25,4,8,other
nifty_367,2011-11-07,Ryanair COO sees substantial dividend next year,Rise,0.0128,47,ryanair coo see substantial dividend next year,46,7,3,quarterly results (2)
nifty_367,2011-11-07,UPDATE 1-Mattress Firm sees IPO priced at $17-$19/share,Rise,0.0128,55,update mattress firm see ipo priced share,41,7,5,other
nifty_367,2011-11-07,Mattress Firm sees IPO priced at $17-$19/share,Rise,0.0128,46,mattress firm see ipo priced share,34,6,5,other
nifty_367,2011-11-07,B. Generali remains cautiously positive for next months,Rise,0.0128,55,generali remains cautiously positive for next month,51,7,8,other
nifty_367,2011-11-07,RG Barry Board Declares Cash Dividend,Rise,0.0128,37,barry board declares cash dividend,34,5,3,quarterly results (2)
nifty_367,2011-11-07,"Deep Blue Marine, Inc. Moves Boats to Safety After Successful Recovery of Rare 3 Reale Silver Coins",Rise,0.0128,99,deep blue marine inc move boat safety after successful recovery rare reale silver coin,86,14,6,precious metals
nifty_367,2011-11-07,Saab deal with Chinese needs to be redone-CEO,Rise,0.0128,45,saab deal with chinese need redone ceo,38,7,8,other
nifty_367,2011-11-07,UPDATE 4-Delphi IPO could value company at $7.55 bln,Rise,0.0128,52,update delphi ipo could value company bln,41,7,5,other
nifty_367,2011-11-07,Delphi IPO could value company at $7.55 billion,Rise,0.0128,47,delphi ipo could value company billion,38,6,5,other
nifty_367,2011-11-07,"The First Bancshares, Inc. Reports 3rd Quarter 2011 Earnings and Declaration of Dividend",Rise,0.0128,88,the first bancshares inc report quarter earnings and declaration dividend,73,10,3,quarterly results (2)
nifty_367,2011-11-07,UPDATE 1- Korea's Nexon Co eyes $1.28 bln Japan IPO - Nikkei,Rise,0.0128,60,update korea nexon eye bln japan ipo nikkei,43,8,5,other
nifty_367,2011-11-07,Korea's Nexon Co eyes $1.28 billion Japan IPO: report,Rise,0.0128,53,korea nexon eye billion japan ipo report,40,7,5,other
nifty_367,2011-11-07,Italy's Ducati sees IPO as an option - CEO,Rise,0.0128,42,italy ducati see ipo option ceo,31,6,5,other
nifty_367,2011-11-07,"U.S. education endowment returns rise, still lag pre-crisis",Rise,0.0128,59,education endowment return rise still lag pre crisis,52,8,8,other
nifty_367,2011-11-07,First Defiance Financial Corp. Pays Quarterly Dividend,Rise,0.0128,54,first defiance financial corp pay quarterly dividend,52,7,3,quarterly results (2)
nifty_367,2011-11-07,U.S. must invest now to safeguard leadership: diplomat,Rise,0.0128,54,must invest now safeguard leadership diplomat,45,6,8,other
nifty_367,2011-11-07,UPDATE 1-Lashou sees IPO priced at $13-$15/ADS,Rise,0.0128,46,update lashou see ipo priced ad,31,6,5,other
nifty_367,2011-11-07,BRIEF-Moody's says Mattress Holding's proposed IPO could be positive for its ratings,Rise,0.0128,84,brief moody say mattress holding proposed ipo could positive for it rating,74,12,5,other
nifty_367,2011-11-07,UPDATE 1-Manning and Napier sees IPO of 12.5 mln shares at $15-$17/shr,Rise,0.0128,70,update manning and napier see ipo mln share shr,47,9,5,other
nifty_367,2011-11-07,"PRECIOUS-Gold hovers above $1,790 on Italy worries",Rise,0.0128,50,precious gold hovers above italy worry,38,6,6,precious metals
nifty_367,2011-11-07,Zynga to plan IPO after U.S.Thanksgiving holiday - Bloomberg,Rise,0.0128,60,zynga plan ipo after thanksgiving holiday bloomberg,51,7,5,other
nifty_367,2011-11-07,Airbus Tries to Exploit 787 Training Time,Rise,0.0128,41,airbus try exploit training time,32,5,9,aviation industry
nifty_368,2011-11-08,Republic Makes Plans to Separate Frontier Airlines,Fall,-0.0369,50,republic make plan separate frontier airline,44,6,9,aviation industry
nifty_368,2011-11-08,"Gold Ends Below $1,800",Fall,-0.0369,22,gold end below,14,3,6,precious metals
nifty_368,2011-11-08,SpiceJet to Discuss Exercising Options for 15 Bombardier Planes,Fall,-0.0369,63,spicejet discus exercising option for bombardier plane,54,7,9,aviation industry
nifty_368,2011-11-08,Investing in a Stranger's Retirement,Fall,-0.0369,36,investing stranger retirement,29,3,8,other
nifty_368,2011-11-08,ANA Probes Dreamliner Glitch,Fall,-0.0369,28,ana probe dreamliner glitch,27,4,9,aviation industry
nifty_369,2011-11-09,Gold Retreats as Investors Favor Dollar,Rise,0.0094,39,gold retreat investor favor dollar,34,5,6,precious metals
nifty_369,2011-11-09,Imperva Jumps in IPO,Rise,0.0094,20,imperva jump ipo,16,3,5,other
nifty_370,2011-11-10,Gold Retreats on EU Caution,Rise,0.0188,27,gold retreat caution,20,3,6,precious metals
nifty_370,2011-11-10,"This Thanksgiving, Expect to Pay More",Rise,0.0188,37,this thanksgiving expect pay more,33,5,9,aviation industry
nifty_370,2011-11-10,Sinochem Plans Shanghai IPO of up to $5.5 Billion,Rise,0.0188,49,sinochem plan shanghai ipo billion,34,5,5,other
nifty_371,2011-11-14,Gold Slips in Quiet Trade,Neutral,0.0049,25,gold slip quiet trade,21,4,6,precious metals
nifty_371,2011-11-14,EU's Airports to Use Full-Body Scans,Neutral,0.0049,36,airport use full body scan,26,5,9,aviation industry
nifty_371,2011-11-14,Oman Air in Dreamliner Deal,Neutral,0.0049,27,oman air dreamliner deal,24,4,9,aviation industry
nifty_371,2011-11-14,U.S. Airlines Fire On Aid to Foreign Carriers,Neutral,0.0049,45,airline fire aid foreign carrier,32,5,9,aviation industry
nifty_372,2011-11-15,Gold Ekes Out Gain,Fall,-0.0159,18,gold ekes out gain,18,4,6,precious metals
nifty_372,2011-11-15,Qatar Places Airbus Order,Fall,-0.0159,25,qatar place airbus order,24,4,9,aviation industry
nifty_372,2011-11-15,"In EMI Split, Digital Overtones",Fall,-0.0159,31,emi split digital overtone,26,4,8,other
nifty_372,2011-11-15,United Pilots Turn Up Heat Over Training,Fall,-0.0159,40,united pilot turn heat over training,36,6,9,aviation industry
nifty_372,2011-11-15,U.S. Levies First Tarmac-Delay Fine,Fall,-0.0159,35,levy first tarmac delay fine,28,5,9,aviation industry
nifty_373,2011-11-16,Gold Ends Lower,Fall,-0.0159,15,gold end lower,14,3,6,precious metals
nifty_373,2011-11-16,"Airbus, Boeing Share Gulf Orders",Fall,-0.0159,32,airbus boeing share gulf order,30,5,9,aviation industry
nifty_373,2011-11-16,Allianz to Raise Dividend Payout Ratio,Fall,-0.0159,38,allianz raise dividend payout ratio,35,5,3,quarterly results (2)
nifty_373,2011-11-16,UBS Names Ermotti Permanent CEO,Fall,-0.0159,31,ubs name ermotti permanent ceo,30,5,8,other
nifty_373,2011-11-16,Caesars Plans Small IPO,Fall,-0.0159,23,caesar plan small ipo,21,4,5,other
nifty_374,2011-11-17,"EU Worries Sap Silver, Gold",Neutral,-0.0011,27,worry sap silver gold,21,4,6,precious metals
nifty_374,2011-11-17,Carriers Seek End to U.K. Air Tax,Neutral,-0.0011,33,carrier seek end air tax,24,5,9,aviation industry
nifty_374,2011-11-17,U.S. Airline Group Looks to Block Air India Funding,Neutral,-0.0011,51,airline group look block air india funding,42,7,9,aviation industry
nifty_374,2011-11-17,Jet Airways Inducts 100th Aircraft,Neutral,-0.0011,34,jet airway inducts aircraft,27,4,9,aviation industry
nifty_376,2011-11-22,"PRECIOUS-Gold rebounds; Europe, US debt worry weighs",Fall,-0.0221,52,precious gold rebound europe debt worry weighs,46,7,6,precious metals
nifty_376,2011-11-22,BD Board Increases Dividend,Fall,-0.0221,27,board increase dividend,23,3,3,quarterly results (2)
nifty_376,2011-11-22,PCCW leans on institutions for $1.4 billion HKT Trust IPO,Fall,-0.0221,57,pccw lean institution for billion hkt trust ipo,47,8,5,other
nifty_376,2011-11-22,Exmovere Alliance with Jetlog Corporation to Open New Revenue Channels,Fall,-0.0221,70,exmovere alliance with jetlog corporation open new revenue channel,66,9,9,aviation industry
nifty_376,2011-11-22,Cambridge Bancorp Increases Quarterly Dividend,Fall,-0.0221,46,cambridge bancorp increase quarterly dividend,45,5,3,quarterly results (2)
nifty_376,2011-11-22,PCCW's HKT Trust set to raise $1.2 billion in IPO: sources,Fall,-0.0221,58,pccw hkt trust set raise billion ipo source,43,8,5,other
nifty_376,2011-11-22,Research and Markets: The New Gold Standard: Rediscovering the Power of Gold to Protect and Grow Wealth,Fall,-0.0221,103,research and market the new gold standard rediscovering the power gold protect and grow wealth,94,15,6,precious metals
nifty_376,2011-11-22,"LNB Bancorp, Inc. Declares Fourth Quarter Dividend",Fall,-0.0221,50,lnb bancorp inc declares fourth quarter dividend,48,7,3,quarterly results (2)
nifty_376,2011-11-22,First Bancorp Announces Cash Dividend and Warrant Repurchase,Fall,-0.0221,60,first bancorp announces cash dividend and warrant repurchase,60,8,3,quarterly results (2)
nifty_376,2011-11-22,"Books-A-Million, Inc. Announces Third Quarter Results",Fall,-0.0221,53,book million inc announces third quarter result,47,7,8,other
nifty_376,2011-11-22,"Gold up over 1 percent on option bids, technicals weak",Fall,-0.0221,54,gold over percent option bid technical weak,43,7,6,precious metals
nifty_376,2011-11-22,Cathay General Bancorp Declares Dividend of $0.01 Per Share,Fall,-0.0221,59,cathay general bancorp declares dividend per share,50,7,3,quarterly results (2)
nifty_376,2011-11-22,Eagle Materials Declares Quarterly Dividend,Fall,-0.0221,43,eagle material declares quarterly dividend,42,5,3,quarterly results (2)
nifty_376,2011-11-22,UPDATE 4-Groupon shares slump close to $20 IPO price,Fall,-0.0221,52,update groupon share slump close ipo price,42,7,5,other
nifty_376,2011-11-22,"CDC Software Board Should Terminate All Affiliations with Mr. Yip or Resign for Breaching Fiduciary Duty, Demands Wynnefield Capital",Fall,-0.0221,132,cdc software board should terminate all affiliation with yip resign for breaching fiduciary duty demand wynnefield capital,122,17,8,other
nifty_376,2011-11-22,PCCW says prices HKT Trust Hong Kong IPO at HK$4.53/shr,Fall,-0.0221,55,pccw say price hkt trust hong kong ipo shr,42,9,5,other
nifty_376,2011-11-22,PRECIOUS-Gold retains gains; euro zone concerns persist,Fall,-0.0221,55,precious gold retains gain euro zone concern persist,52,8,6,precious metals
nifty_376,2011-11-22,PCCW's HKT Trust to raise $1.2 billion in Hong Kong IPO,Fall,-0.0221,55,pccw hkt trust raise billion hong kong ipo,42,8,5,other
nifty_376,2011-11-22,UPDATE 3-PCCW's HKT Trust to raise $1.2bln in Hong Kong IPO,Fall,-0.0221,59,update pccw hkt trust raise bln hong kong ipo,45,9,5,other
nifty_376,2011-11-22,Limits for Pilots May Exclude Cargo Carriers,Fall,-0.0221,44,limit for pilot may exclude cargo carrier,41,7,9,aviation industry
nifty_376,2011-11-22,Gold Rebounds From 4-Week Low,Fall,-0.0221,29,gold rebound from week low,26,5,6,precious metals
nifty_376,2011-11-22,Auditors Ask Jet Airways to Raise Funds,Fall,-0.0221,39,auditor ask jet airway raise fund,33,6,9,aviation industry
nifty_376,2011-11-22,Fuel Costs Sting Malaysian Carriers,Fall,-0.0221,35,fuel cost sting malaysian carrier,33,5,9,aviation industry
nifty_376,2011-11-22,Gold Extends Losses,Fall,-0.0221,19,gold extends loss,17,3,6,precious metals
nifty_377,2011-11-28,Big IPOs Prepare for Hong Kong Listings,Neutral,0.0028,39,big ipo prepare for hong kong listing,37,7,5,other
nifty_377,2011-11-28,"Air India May Sell Dreamliner Plane on Delivery, Lease Back",Neutral,0.0028,59,air india may sell dreamliner plane delivery lease back,55,9,9,aviation industry
nifty_378,2011-11-29,"FAA to Swiftly Step Up Safety Inspection of American Airlines, Affiliate",Rise,0.0411,72,faa swiftly step safety inspection american airline affiliate,61,8,9,aviation industry
nifty_378,2011-11-29,Gold Futures Steady,Rise,0.0411,19,gold future steady,18,3,6,precious metals
nifty_378,2011-11-29,Air India to Sell and Lease Back Dreamliners,Rise,0.0411,44,air india sell and lease back dreamliners,41,7,9,aviation industry
nifty_378,2011-11-29,New China Life Targets $695 Million in Shanghai IPO Tranche,Rise,0.0411,59,new china life target million shanghai ipo tranche,50,8,5,other
nifty_378,2011-11-29,SEBI Sets Up Group to Review IPO Process,Rise,0.0411,40,sebi set group review ipo process,33,6,5,other
nifty_379,2011-11-30,Gold Rallies on Central Bank Coordination,Neutral,-0.0002,41,gold rally central bank coordination,36,5,6,precious metals
nifty_379,2011-11-30,AMR Seeks to Dissolve Jet Leases,Neutral,-0.0002,32,amr seek dissolve jet lease,27,5,9,aviation industry
nifty_379,2011-11-30,American Airlines Follows Rivals Into Bankruptcy,Neutral,-0.0002,48,american airline follows rival into bankruptcy,46,6,9,aviation industry
nifty_380,2011-12-01,JetBlue Outbids Southwest for LaGuardia and Reagan Slots,Neutral,-0.0009,56,jetblue outbids southwest for laguardia and reagan slot,55,8,9,aviation industry
nifty_380,2011-12-01,Economic Worries Sap Gold's Rally,Neutral,-0.0009,33,economic worry sap gold rally,29,5,6,precious metals
nifty_380,2011-12-01,Pentagon Proposes Arms Sale to Ally,Neutral,-0.0009,35,pentagon proposes arm sale ally,31,5,9,aviation industry
nifty_380,2011-12-01,Boeing Makes Peace With Labor,Neutral,-0.0009,29,boeing make peace with labor,28,5,9,aviation industry
nifty_380,2011-12-01,"Oil, Gold Gain After Central Banks Act",Neutral,-0.0009,38,oil gold gain after central bank act,36,7,6,precious metals
nifty_380,2011-12-01,AMR's Pilots Prep for Talks,Neutral,-0.0009,27,amr pilot prep for talk,23,5,9,aviation industry
nifty_380,2011-12-01,Disney Boosts Dividend,Neutral,-0.0009,22,disney boost dividend,21,3,3,quarterly results (2)
nifty_381,2011-12-05,KKR to invest $60 million in China Outfitters IPO,Neutral,0.0003,49,kkr invest million china outfitter ipo,38,6,5,other
nifty_381,2011-12-05,PRECIOUS-Gold steady as euro zone faces crucial week,Neutral,0.0003,52,precious gold steady euro zone face crucial week,48,8,6,precious metals
nifty_381,2011-12-05,UPDATE 5-Zynga rival Nexon's Tokyo IPO set at $1.2 bln,Neutral,0.0003,54,update zynga rival nexon tokyo ipo set bln,42,8,5,other
nifty_381,2011-12-05,Zynga rival Nexon's Tokyo IPO set at $1.2 billion,Neutral,0.0003,49,zynga rival nexon tokyo ipo set billion,39,7,5,other
nifty_381,2011-12-05,Goldcorp increases monthly dividend,Neutral,0.0003,35,goldcorp increase monthly dividend,34,4,3,quarterly results (2)
nifty_381,2011-12-05,UPDATE 1-Talbots starts search for new CEO,Neutral,0.0003,42,update talbot start search for new ceo,38,7,8,other
nifty_381,2011-12-05,"PRECIOUS-Gold steady, market cautious before euro zone summit",Neutral,0.0003,61,precious gold steady market cautious before euro zone summit,60,9,6,precious metals
nifty_381,2011-12-05,"Radon Stancil, CFP, Provides Retirees with Sound Investment Strategies and Peace of Mind",Neutral,0.0003,88,radon stancil cfp provides retiree with sound investment strategy and peace mind,80,12,8,other
nifty_381,2011-12-05,"Gold falls on technical selling, euro debt fears",Neutral,0.0003,48,gold fall technical selling euro debt fear,42,7,6,precious metals
nifty_381,2011-12-05,UniSource Energy Declares Quarterly Dividend,Neutral,0.0003,44,unisource energy declares quarterly dividend,44,5,3,quarterly results (2)
nifty_381,2011-12-05,PRECIOUS-Gold steady; S&P; downgrade warning weighs,Neutral,0.0003,51,precious gold steady downgrade warning weighs,45,6,6,precious metals
nifty_381,2011-12-05,Soochow Sec raises $511 mln via Shanghai IPO,Neutral,0.0003,44,soochow sec raise mln via shanghai ipo,38,7,5,other
nifty_381,2011-12-05,Gold Prices Ease,Neutral,0.0003,16,gold price ease,15,3,6,precious metals
nifty_381,2011-12-05,Esprit Finance Chief Resigns,Neutral,0.0003,28,esprit finance chief resigns,28,4,8,other
nifty_381,2011-12-05,Boeing's 787 on 'World Tour',Neutral,0.0003,28,boeing world tour,17,3,9,aviation industry
nifty_382,2011-12-06,Gold Falls on EU Downgrade Concerns,Neutral,0.0037,35,gold fall downgrade concern,27,4,6,precious metals
nifty_382,2011-12-06,US Air Sees Room for Consolidation,Neutral,0.0037,34,air see room for consolidation,30,5,9,aviation industry
nifty_382,2011-12-06,Chief's Arrest Snarls FAA,Neutral,0.0037,25,chief arrest snarl faa,22,4,9,aviation industry
nifty_383,2011-12-07,IATA Cuts Airline Forecast,Fall,-0.0219,26,iata cut airline forecast,25,4,9,aviation industry
nifty_383,2011-12-07,Gold Prices Climb,Fall,-0.0219,17,gold price climb,16,3,6,precious metals
nifty_383,2011-12-07,ING Takes U.S. Annuities Hit,Fall,-0.0219,28,ing take annuity hit,20,4,8,other
nifty_383,2011-12-07,Russia Faces Air-Safety Crisis,Fall,-0.0219,30,russia face air safety crisis,29,5,9,aviation industry
nifty_383,2011-12-07,A Boeing Accord Looms to Defuse Big NLRB Fight,Fall,-0.0219,46,boeing accord loom defuse big nlrb fight,40,7,9,aviation industry
nifty_383,2011-12-07,AMR Gets New Cockpit Crew,Fall,-0.0219,25,amr get new cockpit crew,24,5,9,aviation industry
nifty_384,2011-12-08,"WRAPUP 1-In uncertain markets, Hong Kong IPOs price low",Rise,0.0169,55,wrapup uncertain market hong kong ipo price low,47,8,5,other
nifty_384,2011-12-08,PRECIOUS-Gold edges down as investors fret over Europe,Rise,0.0169,54,precious gold edge down investor fret over europe,49,8,6,precious metals
nifty_384,2011-12-08,DEALTALK-Buyout firms hop to other side of Hong Kong IPOs,Rise,0.0169,57,dealtalk buyout firm hop other side hong kong ipo,49,9,5,other
nifty_384,2011-12-08,"Main Street Capital Announces Monthly Dividends for January, February and March 2012 of $0.135 Per Share",Rise,0.0169,104,main street capital announces monthly dividend for january february and march per share,87,13,3,quarterly results (2)
nifty_384,2011-12-08,REG - BDT Invest Funds PLC - Dividend Payment,Rise,0.0169,45,reg bdt invest fund plc dividend payment,40,7,3,quarterly results (2)
nifty_384,2011-12-08,LSE looks to boost health of IPO market,Rise,0.0169,39,lse look boost health ipo market,32,6,5,other
nifty_384,2011-12-08,Soochow Sec to list on Dec. 12 after $511 mln Shanghai IPO,Rise,0.0169,58,soochow sec list dec after mln shanghai ipo,43,8,5,other
nifty_384,2011-12-08,WRAPUP 3-Hong Kong IPOs price low in shaky markets,Rise,0.0169,50,wrapup hong kong ipo price low shaky market,43,8,5,other
nifty_384,2011-12-08,Hong Kong IPOs price low in shaky markets,Rise,0.0169,41,hong kong ipo price low shaky market,36,7,5,other
nifty_384,2011-12-08,"UPDATE 2-National Bank of Canada profit up, dividend raised",Rise,0.0169,59,update national bank canada profit dividend raised,50,7,3,quarterly results (2)
nifty_384,2011-12-08,Gold slides after ECB douses bond-buying hopes,Rise,0.0169,46,gold slide after ecb douses bond buying hope,44,8,6,precious metals
nifty_384,2011-12-08,The Mather Group: Who is Managing Your Retirement Nest Egg?,Rise,0.0169,59,the mather group who managing your retirement nest egg,54,9,8,other
nifty_384,2011-12-08,Star Gold Approves 1:6 Reverse Stock,Rise,0.0169,36,star gold approves reverse stock,32,5,6,precious metals
nifty_384,2011-12-08,PRECIOUS-Gold tumbles after ECB offers tepid crisis reponse,Rise,0.0169,59,precious gold tumble after ecb offer tepid crisis reponse,57,9,6,precious metals
nifty_384,2011-12-08,"Trinity Industries, Inc. Declares Quarterly Dividend",Rise,0.0169,52,trinity industry inc declares quarterly dividend,48,6,3,quarterly results (2)
nifty_384,2011-12-08,"UPDATE 2-H&R; Block ups dividend, unveils new digital products",Rise,0.0169,62,update block ups dividend unveils new digital product,53,8,3,quarterly results (2)
nifty_384,2011-12-08,"H&R; Block ups dividend, unveils new digital products",Rise,0.0169,53,block ups dividend unveils new digital product,46,7,3,quarterly results (2)
nifty_384,2011-12-08,"Pioneer Bankshares, Inc. Declares Dividend",Rise,0.0169,42,pioneer bankshares inc declares dividend,40,5,3,quarterly results (2)
nifty_384,2011-12-08,"Gold falls 2 percent as ECB disappoints, eyes EU meet",Rise,0.0169,53,gold fall percent ecb disappoints eye meet,42,7,6,precious metals
nifty_384,2011-12-08,"National Bank of Canada profit up, dividend raised",Rise,0.0169,50,national bank canada profit dividend raised,43,6,3,quarterly results (2)
nifty_384,2011-12-08,AXIS Capital Increases Quarterly Common Share Dividend by 4% to $0.24 from $0.23 Per Share,Rise,0.0169,90,axis capital increase quarterly common share dividend from per share,68,10,3,quarterly results (2)
nifty_384,2011-12-08,"Analogic Announces Financial Results for the First Quarter Ended October 31, 2011 and Declares Quarterly Cash Dividend",Rise,0.0169,118,analogic announces financial result for the first quarter ended october and declares quarterly cash dividend,108,15,3,quarterly results (2)
nifty_384,2011-12-08,"CYS Investments, Inc. Board of Directors Declares Fourth Quarter 2011 Dividend of $0.50 per Share",Rise,0.0169,97,cys investment inc board director declares fourth quarter dividend per share,76,11,3,quarterly results (2)
nifty_384,2011-12-08,Olin Corp. Added to Dow Jones U.S. Select Dividend Index,Rise,0.0169,56,olin corp added dow jones select dividend index,47,8,3,quarterly results (2)
nifty_384,2011-12-08,Provident Announces December Cash Dividend,Rise,0.0169,42,provident announces december cash dividend,42,5,3,quarterly results (2)
nifty_384,2011-12-08,PRECIOUS-Gold edges up as investors await EU summit,Rise,0.0169,51,precious gold edge investor await summit,40,6,6,precious metals
nifty_384,2011-12-08,Gold Slumps on ECB Disappointment,Rise,0.0169,33,gold slump ecb disappointment,29,4,6,precious metals
nifty_384,2011-12-08,Three IPOs Postponed,Rise,0.0169,20,three ipo postponed,19,3,5,other
nifty_384,2011-12-08,New China Life Raises $1.89 Billion in Two-City IPO,Rise,0.0169,51,new china life raise billion two city ipo,41,8,5,other
nifty_384,2011-12-08,Boeing Machinists Ratify Contract,Rise,0.0169,33,boeing machinist ratify contract,32,4,9,aviation industry
nifty_384,2011-12-08,Southwest Nears Deal to Purchase Boeing Jets,Rise,0.0169,44,southwest nears deal purchase boeing jet,40,6,9,aviation industry
nifty_384,2011-12-08,Delta Air Strikes Deal With Brazil's Gol,Rise,0.0169,40,delta air strike deal with brazil gol,37,7,9,aviation industry
nifty_386,2011-12-13,Southwest Firms Up Huge Boeing Order,Fall,-0.0106,36,southwest firm huge boeing order,32,5,9,aviation industry
nifty_386,2011-12-13,Government Asks for Credit Facility to Air India,Fall,-0.0106,48,government asks for credit facility air india,45,7,9,aviation industry
nifty_386,2011-12-13,Gold Drops to a Seven-Week Low,Fall,-0.0106,30,gold drop seven week low,24,5,6,precious metals
nifty_386,2011-12-13,Boeing Says Interest Grows in 737,Fall,-0.0106,33,boeing say interest grows,25,4,9,aviation industry
nifty_387,2011-12-14,"3M Sees 1,000 Voluntary Retirements",Neutral,0.0036,35,see voluntary retirement,24,3,8,other
nifty_387,2011-12-14,Warnaco to Name McCluskey CEO,Neutral,0.0036,29,warnaco name mccluskey ceo,26,4,8,other
nifty_387,2011-12-14,Avon Replacing Andrea Jung as CEO,Neutral,0.0036,33,avon replacing andrea jung ceo,30,5,8,other
nifty_387,2011-12-14,Is Gold the Answer to Europe's Crisis?,Neutral,0.0036,38,gold the answer europe crisis,29,5,6,precious metals
nifty_388,2011-12-15,REG - Eurasia Drilling Co - EDC Announces Dividend of USD 0.47 per Share,Neutral,-0.0048,72,reg eurasia drilling edc announces dividend usd per share,57,9,3,quarterly results (2)
nifty_388,2011-12-15,WRAPUP 3-HK debut IPOs fall on volatile global markets,Neutral,-0.0048,54,wrapup debut ipo fall volatile global market,44,7,5,other
nifty_388,2011-12-15,PRECIOUS-Gold steady after heavy losses on Europe woes,Neutral,-0.0048,54,precious gold steady after heavy loss europe woe,48,8,6,precious metals
nifty_388,2011-12-15,Telefonica down as market not sure dividend cut enough,Neutral,-0.0048,54,telefonica down market not sure dividend cut enough,51,8,3,quarterly results (2)
nifty_388,2011-12-15,WRAPUP 4-HK debut IPOs fall on volatile global markets,Neutral,-0.0048,54,wrapup debut ipo fall volatile global market,44,7,5,other
nifty_388,2011-12-15,Spot gold rebounds from lows on weak dollar,Neutral,-0.0048,43,spot gold rebound from low weak dollar,38,7,6,precious metals
nifty_388,2011-12-15,UPDATE 1-Investor pushes for leadership change at RIM,Neutral,-0.0048,53,update investor push for leadership change rim,46,7,8,other
nifty_388,2011-12-15,UPDATE 1-Investors' cash grab shreds gold's safe-haven status,Neutral,-0.0048,61,update investor cash grab shred gold safe haven status,54,9,6,precious metals
nifty_388,2011-12-15,"PRECIOUS-Gold rebounds on weak dollar, caution remains",Neutral,-0.0048,54,precious gold rebound weak dollar caution remains,49,7,6,precious metals
nifty_388,2011-12-15,Hong Kong debut IPOs fall on volatile global markets,Neutral,-0.0048,52,hong kong debut ipo fall volatile global market,47,8,5,other
nifty_388,2011-12-15,"Zynga's IPO is undervalued, says analyst",Neutral,-0.0048,40,zynga ipo undervalued say analyst,33,5,5,other
nifty_388,2011-12-15,"UPDATE 3-Discover Financial Q4 profit rises, ups dividend",Neutral,-0.0048,57,update discover financial profit rise ups dividend,50,7,3,quarterly results (2)
nifty_388,2011-12-15,DDi Corp. Declares Increased Dividend for First Quarter of 2012,Neutral,-0.0048,63,ddi corp declares increased dividend for first quarter,54,8,3,quarterly results (2)
nifty_388,2011-12-15,Wealth Strategies: 2012 outlook for dividends very strong,Neutral,-0.0048,57,wealth strategy outlook for dividend very strong,48,7,3,quarterly results (2)
nifty_388,2011-12-15,Investors' cash grab shreds gold's safe-haven status,Neutral,-0.0048,52,investor cash grab shred gold safe haven status,47,8,6,precious metals
nifty_388,2011-12-15,"Wayne Savings Bancshares, Inc. Declares Quarterly Dividend",Neutral,-0.0048,58,wayne saving bancshares inc declares quarterly dividend,55,7,3,quarterly results (2)
nifty_388,2011-12-15,The First Bancorp Declares Dividend,Neutral,-0.0048,35,the first bancorp declares dividend,35,5,3,quarterly results (2)
nifty_388,2011-12-15,"Rent-A-Center, Inc. Declares Cash Dividend for the First Quarter of 2012",Neutral,-0.0048,72,rent center inc declares cash dividend for the first quarter,60,10,3,quarterly results (2)
nifty_388,2011-12-15,"Solutia aims to lift stock with dividend, strong forecast",Neutral,-0.0048,57,solutia aim lift stock with dividend strong forecast,52,8,3,quarterly results (2)
nifty_388,2011-12-15,U.S. Day Ahead: Game on for Zynga IPO,Neutral,-0.0048,37,day ahead game for zynga ipo,28,6,5,other
nifty_388,2011-12-15,First Business Financial Services Announces Dividend,Neutral,-0.0048,52,first business financial service announces dividend,51,6,3,quarterly results (2)
nifty_388,2011-12-15,UPDATE 3-Energy IPOs fail to ignite investor interest,Neutral,-0.0048,53,update energy ipo fail ignite investor interest,47,7,5,other
nifty_388,2011-12-15,High Yield Dividends Index Adds UBSI to Its Top 60,Neutral,-0.0048,50,high yield dividend index add ubsi it top,41,8,3,quarterly results (2)
nifty_388,2011-12-15,Glam Media may be checking out banks for a 2012 IPO,Neutral,-0.0048,51,glam medium may checking out bank for ipo,41,8,5,other
