,id,date,news,label,pct_change,text_length,textlemma,textlengthforlemma,word_count,topic,topic_name,year,count
99590,nifty_313,2011-08-02,"Dow Claws Back, Closes Down 10 Points",Rise,0.0054,37,dow claw back close down point,30,6,2,stock,2011,421
99594,nifty_313,2011-08-02,Allstate Swings to Loss,Rise,0.0054,23,allstate swing loss,19,3,1,quarterly results (1),2011,867
99608,nifty_313,2011-08-02,Economic Worries Douse Relief Rally,Rise,0.0054,35,economic worry douse relief rally,33,5,10,treasury,2011,387
99658,nifty_314,2011-08-03,"UMC Posts 39% Net Drop, Warns on Third Quarter",Fall,-0.0468,46,umc post net drop warns third quarter,37,7,1,quarterly results (1),2011,867
99712,nifty_315,2011-08-04,T-Bill Yields Hit Zero,Neutral,-0.0015,22,bill yield hit zero,19,4,10,treasury,2011,387
99739,nifty_315,2011-08-04,Educomp Net Profit Edges Higher,Neutral,-0.0015,31,educomp net profit edge higher,30,5,1,quarterly results (1),2011,867
99759,nifty_315,2011-08-04,CapitaLand Profit Rises 17%,Neutral,-0.0015,27,capitaland profit rise,22,3,1,quarterly results (1),2011,867
99764,nifty_315,2011-08-04,UniCredit Net Profits Increase,Neutral,-0.0015,30,unicredit net profit increase,29,4,1,quarterly results (1),2011,867
99774,nifty_315,2011-08-04,Treasury to Issue $72 Billion in Debt,Neutral,-0.0015,37,treasury issue billion debt,27,4,10,treasury,2011,387
99783,nifty_315,2011-08-04,Report Rips Chemical Testing Program,Neutral,-0.0015,36,report rip chemical testing program,35,5,0,pharmacy,2011,753
99808,nifty_316,2011-08-08,Dynegy's Loss Narrows,Rise,0.0465,21,dynegy loss narrow,18,3,1,quarterly results (1),2011,867
99831,nifty_316,2011-08-08,Mahindra Net Profit Rises 8%,Rise,0.0465,28,mahindra net profit rise,24,4,1,quarterly results (1),2011,867
99833,nifty_316,2011-08-08,Larsen & Toubro Beats Estimates With 12% Profit Growth,Rise,0.0465,54,larsen toubro beat estimate with profit growth,46,7,1,quarterly results (1),2011,867
99890,nifty_317,2011-08-09,Magna Earnings Slip Despite Sales Boost,Fall,-0.0442,39,magna earnings slip despite sale boost,38,6,1,quarterly results (1),2011,867
99921,nifty_317,2011-08-09,Investors Still Run to Treasurys,Fall,-0.0442,32,investor still run treasury,27,4,10,treasury,2011,387
99923,nifty_317,2011-08-09,Take-Two Swings to Loss,Fall,-0.0442,23,take two swing loss,19,4,1,quarterly results (1),2011,867
99929,nifty_317,2011-08-09,Downgrade Raises Treasurys' Appeal,Fall,-0.0442,34,downgrade raise treasury appeal,31,4,10,treasury,2011,387
99932,nifty_317,2011-08-09,Freddie Mac Says Loss Narrows,Fall,-0.0442,29,freddie mac say loss narrow,27,5,1,quarterly results (1),2011,867
99933,nifty_318,2011-08-10," Security Industry Leaders at Panasonic Security, Videx, PSA Security Network and Alpha Technologies Discuss Security",Rise,0.0449,117,security industry leader panasonic security videx psa security network and alpha technology discus security,107,14,4,cybersecurity,2011,491
99951,nifty_318,2011-08-10,BRIEF-Stockmann says full-year profit growth will be tough,Rise,0.0449,58,brief stockmann say full year profit growth will tough,54,9,1,quarterly results (1),2011,867
99970,nifty_318,2011-08-10,"UPDATE 1-Saras swings to Q2 net loss on margins, Libya",Rise,0.0449,54,update saras swing net loss margin libya,40,7,1,quarterly results (1),2011,867
99985,nifty_318,2011-08-10,Thomson Reuters Identifies Most- and Least-Expensive Healthcare Markets in U.S.,Rise,0.0449,79,thomson reuters identifies most and least expensive healthcare market,69,9,0,pharmacy,2011,753
100168,nifty_318,2011-08-10,UPDATE 2-Interserve profit up as outsourcing gathers pace,Rise,0.0449,57,update interserve profit outsourcing gather pace,48,6,1,quarterly results (1),2011,867
100187,nifty_318,2011-08-10,U.S. stock futures signal dip as rally fizzles out,Rise,0.0449,50,stock future signal dip rally fizzle out,40,7,2,stock,2011,421
100215,nifty_318,2011-08-10,UPDATE 1-Toshiba: chip business could fall short of forecast,Rise,0.0449,60,update toshiba chip business could fall short forecast,54,8,1,quarterly results (1),2011,867
100221,nifty_318,2011-08-10,Toshiba: chip business could fall short of forecast,Rise,0.0449,51,toshiba chip business could fall short forecast,47,7,1,quarterly results (1),2011,867
100312,nifty_318,2011-08-10," S.Africa's bonds extend gains, yields sharply down",Rise,0.0449,51,africa bond extend gain yield sharply down,42,7,10,treasury,2011,387
100337,nifty_318,2011-08-10,US STOCKS-Futures dip after snap-back rally,Rise,0.0449,43,stock future dip after snap back rally,38,7,2,stock,2011,421
100356,nifty_318,2011-08-10,UPDATE 1-Grocer Metro's Q3 profit narrowly misses as market heats up,Rise,0.0449,68,update grocer metro profit narrowly miss market heat,52,8,1,quarterly results (1),2011,867
100365,nifty_318,2011-08-10, GeneNews Reports Second Quarter 2011 Financial Results,Rise,0.0449,55,genenews report second quarter financial result,47,6,0,pharmacy,2011,753
100373,nifty_318,2011-08-10,Research and Markets: The Age of Responsibility: CSR 2.0 and the New DNA of Business,Rise,0.0449,84,research and market the age responsibility csr and the new dna business,71,12,0,pharmacy,2011,753
100380,nifty_318,2011-08-10,US STOCKS-Futures fall after snap-back rally,Rise,0.0449,44,stock future fall after snap back rally,39,7,2,stock,2011,421
100415,nifty_318,2011-08-10,SANUWAVE Health Reports Second Quarter Financial Results and Provides Business Update,Rise,0.0449,85,sanuwave health report second quarter financial result and provides business update,83,11,0,pharmacy,2011,753
100442,nifty_318,2011-08-10,NovaBay Pharmaceuticals Reports Second Quarter Financial Results,Rise,0.0449,64,novabay pharmaceutical report second quarter financial result,61,7,0,pharmacy,2011,753
100465,nifty_318,2011-08-10,UPDATE 1-Accretive Health Q2 profit beats Street,Rise,0.0449,48,update accretive health profit beat street,42,6,1,quarterly results (1),2011,867
100475,nifty_318,2011-08-10,US STOCKS-Wall Street set to fall after snap-back rally,Rise,0.0449,55,stock wall street set fall after snap back rally,48,9,2,stock,2011,421
100482,nifty_318,2011-08-10,NWBT Highlights Cost Effectiveness of DCVax in View of Recent Immunotherapy Pricing Concerns,Rise,0.0449,92,nwbt highlight cost effectiveness dcvax view recent immunotherapy pricing concern,81,10,0,pharmacy,2011,753
100491,nifty_318,2011-08-10,Research and Markets: Broadcast / Pro Video Camcorder Report,Rise,0.0449,60,research and market broadcast pro video camcorder report,56,8,7,telecom industry,2011,429
100497,nifty_318,2011-08-10,TREASURIES-U.S. 30-yr bond rises a point as stock futures fall,Rise,0.0449,62,treasury bond rise point stock future fall,42,7,10,treasury,2011,387
100499,nifty_318,2011-08-10,US STOCKS SNAPSHOT-Futures extend losses into Wall St open,Rise,0.0449,58,stock snapshot future extend loss into wall open,48,8,2,stock,2011,421
100503,nifty_318,2011-08-10,UPDATE 1-CAE earnings rise on strong civil business,Rise,0.0449,51,update cae earnings rise strong civil business,46,7,1,quarterly results (1),2011,867
100518,nifty_318,2011-08-10,SEPATON Features its Enterprise Class Massively Scalable Data Protection Platform at Upcoming Conferences for Federal Agencies,Rise,0.0449,126,sepaton feature it enterprise class massively scalable data protection platform upcoming conference for federal agency,118,15,4,cybersecurity,2011,491
100524,nifty_318,2011-08-10, Riverbed to Showcase IT Performance Solutions at Defense Information Systems Agency Conference,Rise,0.0449,95,riverbed showcase performance solution defense information system agency conference,83,9,4,cybersecurity,2011,491
100540,nifty_318,2011-08-10,"David Hoffman, Intel's Director of Security Policy and Global Privacy Officer, Joins National Cyber Security Alliance Board of Directors",Rise,0.0449,136,david hoffman intel director security policy and global privacy officer join national cyber security alliance board director,124,17,4,cybersecurity,2011,491
100545,nifty_318,2011-08-10," Fortinet Introduces New High-Performance, Multi-Threat Security Appliance for Mid-Sized Organizations and Large",Rise,0.0449,112,fortinet introduces new high performance multi threat security appliance for mid sized organization and large,109,15,4,cybersecurity,2011,491
100561,nifty_318,2011-08-10,Research and Markets: Broadcast/Pro Video Graphics Workstations Report,Rise,0.0449,70,research and market broadcast pro video graphic workstation report,66,9,7,telecom industry,2011,429
100564,nifty_318,2011-08-10,GLOBAL MARKETS-World stocks wobble as Wall St readies to open,Rise,0.0449,61,global market world stock wobble wall ready open,48,8,2,stock,2011,421
100569,nifty_318,2011-08-10,UPDATE 2-CAE earnings rise on strong civil business,Rise,0.0449,51,update cae earnings rise strong civil business,46,7,1,quarterly results (1),2011,867
100576,nifty_318,2011-08-10," Healthnostics, Inc. Records Near $1 Million Gain for HNS Fund Co.",Rise,0.0449,66,healthnostics inc record near million gain for hn fund,54,9,0,pharmacy,2011,753
100580,nifty_318,2011-08-10,TREASURIES-Longer dated Treasury prices jump as stocks fall,Rise,0.0449,59,treasury longer dated treasury price jump stock fall,52,8,10,treasury,2011,387
100598,nifty_318,2011-08-10,Nuuko and CSI Announce Plans to Launch New Internet-Based Diagnostic Tool,Rise,0.0449,73,nuuko and csi announce plan launch new internet based diagnostic tool,69,11,0,pharmacy,2011,753
100617,nifty_318,2011-08-10,TREASURIES-Prices rise as Fed's economic outlook sinks in,Rise,0.0449,57,treasury price rise fed economic outlook sink,45,7,10,treasury,2011,387
100639,nifty_318,2011-08-10,SSOE Takes Top Spot Among Green Design Firms in Industrial Manufacturing by Engineering News Record,Rise,0.0449,99,ssoe take top spot among green design firm industrial manufacturing engineering news record,91,13,7,telecom industry,2011,429
100665,nifty_318,2011-08-10,Research and Markets: Broadcast/Pro Video Graphics & Effects Software Report,Rise,0.0449,76,research and market broadcast pro video graphic effect software report,70,10,7,telecom industry,2011,429
100693,nifty_318,2011-08-10,UPDATE 3-CAE earnings rise on strong civil business,Rise,0.0449,51,update cae earnings rise strong civil business,46,7,1,quarterly results (1),2011,867
100702,nifty_318,2011-08-10,"Strategy Analytics: NGOs Promote Smartphones, Tablets in Developing Countries",Rise,0.0449,77,strategy analytics ngo promote smartphones tablet developing country,68,8,7,telecom industry,2011,429
100713,nifty_318,2011-08-10, eGestalt Partners Find Profitable Bundling Opportunities With New Cloud Security and Compliance Tool,Rise,0.0449,101,egestalt partner find profitable bundling opportunity with new cloud security and compliance tool,97,13,4,cybersecurity,2011,491
100717,nifty_318,2011-08-10,"CSC fails to raise full-year outlook, shares sink",Rise,0.0449,49,csc fails raise full year outlook share sink,44,8,1,quarterly results (1),2011,867
100730,nifty_318,2011-08-10,Next Level Security Systems Presents Unified Security Seminar with Axis Communications and HID Global,Rise,0.0449,101,next level security system present unified security seminar with axis communication and hid global,98,14,4,cybersecurity,2011,491
100735,nifty_318,2011-08-10,"Responsys, Demand Media shares up on strong revenue outlook",Rise,0.0449,59,responsys demand medium share strong revenue outlook,52,7,1,quarterly results (1),2011,867
100772,nifty_318,2011-08-10,"Research and Markets: Global Endpoint Security Products Market: Protecting the Last Line of Defense, the Endpoint from Emerging Threats Report contain Forecasts up to 2017",Rise,0.0449,171,research and market global endpoint security product market protecting the last line defense the endpoint from emerging threat report contain forecast,150,21,4,cybersecurity,2011,491
100778,nifty_318,2011-08-10,US STOCKS SNAPSHOT-Wall St off 4 pct on French bank jitters,Rise,0.0449,59,stock snapshot wall off pct french bank jitter,46,8,2,stock,2011,421
100912,nifty_318,2011-08-10,More Small Businesses Choose AVG for Online Protection and Complete Peace of Mind,Rise,0.0449,81,more small business choose avg for online protection and complete peace mind,76,12,4,cybersecurity,2011,491
100917,nifty_318,2011-08-10,Latest Dow Dive Pummels Media Stocks Again,Rise,0.0449,42,latest dow dive pummels medium stock again,42,7,2,stock,2011,421
100928,nifty_318,2011-08-10,TREASURIES-Ten-year auction sets record as buyers flood bonds,Rise,0.0449,61,treasury ten year auction set record buyer flood bond,53,9,10,treasury,2011,387
100939,nifty_318,2011-08-10,US lawmaker eyes McAfee briefing on cyber attacks,Rise,0.0449,49,lawmaker eye mcafee briefing cyber attack,41,6,4,cybersecurity,2011,491
100940,nifty_318,2011-08-10,Congresswoman eyes McAfee briefing on cyber attacks,Rise,0.0449,51,congresswoman eye mcafee briefing cyber attack,46,6,4,cybersecurity,2011,491
100943,nifty_318,2011-08-10,Selloff boosts bets on Cisco bounce post-earnings,Rise,0.0449,49,selloff boost bet cisco bounce post earnings,44,7,1,quarterly results (1),2011,867
100944,nifty_318,2011-08-10,IFR-Falling Treasury yields a boon for high-yield bonds,Rise,0.0449,55,ifr falling treasury yield boon for high yield bond,51,9,10,treasury,2011,387
100964,nifty_318,2011-08-10,"RIGHT OF THE DOT and Architelos Join Forces to Offer Comprehensive Marketing, Valuation and Management Services for New TLD Applications",Rise,0.0449,136,right the dot and architelos join force offer comprehensive marketing valuation and management service for new tld application,126,18,7,telecom industry,2011,429
100993,nifty_318,2011-08-10,Trace A. Urdan - Global Specialist on Education Services - Joins Wunderlich Securities,Rise,0.0449,86,trace urdan global specialist education service join wunderlich security,72,9,4,cybersecurity,2011,491
101001,nifty_318,2011-08-10,Homeland Security for Networked Industries (HSNI) 2011 Conference Issues Call for Speakers,Rise,0.0449,90,homeland security for networked industry hsni conference issue call for speaker,79,11,4,cybersecurity,2011,491
101031,nifty_318,2011-08-10,US STOCKS SNAPSHOT-Wall St falls as fear returns,Rise,0.0449,48,stock snapshot wall fall fear return,36,6,2,stock,2011,421
101036,nifty_318,2011-08-10,"TREASURIES-Bonds jump 3 points in price, 7s rise one",Rise,0.0449,52,treasury bond jump point price rise one,39,7,10,treasury,2011,387
101037,nifty_318,2011-08-10,'Aftershock' investments for profiting in market cataclysm,Rise,0.0449,58,aftershock investment for profiting market cataclysm,52,6,1,quarterly results (1),2011,867
101048,nifty_318,2011-08-10,U.S. Day Ahead: Expect more demand for 30-year notes-Rombach,Rise,0.0449,60,day ahead expect more demand for year note rombach,50,9,10,treasury,2011,387
101052,nifty_318,2011-08-10,"UPDATE 1-EnerSys Q1 profit misses Street, sees weak Q2 ",Rise,0.0449,55,update enersys profit miss street see weak,42,7,1,quarterly results (1),2011,867
101066,nifty_318,2011-08-10,NZ's Mainfreight Q1 profit rises,Rise,0.0449,32,mainfreight profit rise,23,3,1,quarterly results (1),2011,867
101071,nifty_318,2011-08-10,"UPDATE 2-Open Text profit rises, but misses Street view",Rise,0.0449,55,update open text profit rise but miss street view,49,9,1,quarterly results (1),2011,867
101123,nifty_318,2011-08-10,Dow's downward spiral batters media stocks,Rise,0.0449,42,dow downward spiral batter medium stock,39,6,2,stock,2011,421
101159,nifty_318,2011-08-10,UPDATE 1-Iamgold profit surges; trims production outlook,Rise,0.0449,56,update iamgold profit surge trim production outlook,51,7,1,quarterly results (1),2011,867
101161,nifty_318,2011-08-10,Iamgold profit surges; trims production outlook,Rise,0.0449,47,iamgold profit surge trim production outlook,44,6,1,quarterly results (1),2011,867
101168,nifty_318,2011-08-10,"Analysis: U.S. mail aims to stamp out loss, deliver digital future",Rise,0.0449,66,analysis mail aim stamp out loss deliver digital future,55,9,1,quarterly results (1),2011,867
101180,nifty_318,2011-08-10,UPDATE 1-North American Palladium posts Q2 profit on higher,Rise,0.0449,59,update north american palladium post profit higher,50,7,1,quarterly results (1),2011,867
101198,nifty_318,2011-08-10,Australia's David Jones affirms H1 2012 profit forecast,Rise,0.0449,55,australia david jones affirms profit forecast,45,6,1,quarterly results (1),2011,867
101210,nifty_318,2011-08-10,HTC investing $300M in Beats Electronics,Rise,0.0449,40,htc investing beat electronics,30,4,7,telecom industry,2011,429
101214,nifty_318,2011-08-10,"UPDATE 6-Cisco beats estimates, stock jumps",Rise,0.0449,43,update cisco beat estimate stock jump,37,6,1,quarterly results (1),2011,867
101246,nifty_318,2011-08-10,Tencent's Profit Falls Short of Forecast,Rise,0.0449,40,tencent profit fall short forecast,34,5,1,quarterly results (1),2011,867
101254,nifty_318,2011-08-10,E.ON Suffers First Quarterly Loss,Rise,0.0449,33,suffers first quarterly loss,28,4,1,quarterly results (1),2011,867
101258,nifty_318,2011-08-10,Low Rates Spur Sales of 100-Year Bonds,Rise,0.0449,38,low rate spur sale year bond,28,6,10,treasury,2011,387
101275,nifty_318,2011-08-10,Adani Posts Narrow Profit Rise,Rise,0.0449,30,adani post narrow profit rise,29,5,1,quarterly results (1),2011,867
101298,nifty_318,2011-08-10,Beazer Loss Widens as Closings Fall,Rise,0.0449,35,beazer loss widens closing fall,31,5,1,quarterly results (1),2011,867
101305,nifty_318,2011-08-10,Treasury Prices Get a Lift From Fed,Rise,0.0449,35,treasury price get lift from fed,32,6,10,treasury,2011,387
101326,nifty_319,2011-08-11,Margin Rise Won't Alter Golden Rule,Rise,0.0067,35,margin rise won alter golden rule,33,6,1,quarterly results (1),2011,867
101344,nifty_319,2011-08-11,Li & Fung Profit Down,Rise,0.0067,21,fung profit down,16,3,1,quarterly results (1),2011,867
101383,nifty_319,2011-08-11,Swelling Volume Is Telling,Rise,0.0067,26,swelling volume telling,23,3,1,quarterly results (1),2011,867
101394,nifty_319,2011-08-11,Cisco's Profit Drops 36%,Rise,0.0067,24,cisco profit drop,17,3,1,quarterly results (1),2011,867
101418,nifty_320,2011-08-15,FilmOn.com Hits Number 1 in App Store and Stock Market,Fall,-0.0085,54,filmon com hit number app store and stock market,48,9,7,telecom industry,2011,429
101623,nifty_320,2011-08-15,McAfee Enhances Deal Registration Program to Fuel Channel Partner Growth and Profitability,Fall,-0.0085,90,mcafee enhances deal registration program fuel channel partner growth and profitability,87,11,4,cybersecurity,2011,491
101664,nifty_320,2011-08-15,Pulmatrix Secures a $14 million Financing to Advance Clinical Programs in COPD and Cystic Fibrosis,Fall,-0.0085,98,pulmatrix secures million financing advance clinical program copd and cystic fibrosis,85,11,0,pharmacy,2011,753
101672,nifty_320,2011-08-15,Research and Markets: UK CCTV Market Development Research Report 2011: Covering the Installation and Maintenance Markets for CCTV Equipment,Fall,-0.0085,139,research and market cctv market development research report covering the installation and maintenance market for cctv equipment,127,17,7,telecom industry,2011,429
101713,nifty_320,2011-08-15, ANX Adds New Secure Cloud Gateway to PCI Security & Compliance Solution,Fall,-0.0085,72,anx add new secure cloud gateway pci security compliance solution,65,10,4,cybersecurity,2011,491
101739,nifty_320,2011-08-15,US STOCKS-Futures rise after last week's wild ride,Fall,-0.0085,50,stock future rise after last week wild ride,43,8,2,stock,2011,421
101767,nifty_320,2011-08-15,CellTrust's Sean Moshir Selected to Present at 2011 Cyber Security Training Conference in Colorado Springs,Fall,-0.0085,106,celltrust sean moshir selected present cyber security training conference colorado spring,89,11,4,cybersecurity,2011,491
101790,nifty_320,2011-08-15,BIO-key International Inc.(R) Reports 2011 Second Quarter Financial Results,Fall,-0.0085,75,bio key international inc report second quarter financial result,64,9,0,pharmacy,2011,753
101805,nifty_320,2011-08-15,"US STOCKS-Futures up, volatility seen lower",Fall,-0.0085,43,stock future volatility seen lower,34,5,2,stock,2011,421
101807,nifty_320,2011-08-15,"Research and Markets: UK Call Centres Market Research Report - Understand Current Market Conditions, Influences & Five Year Sector Forecasts for the UK Call Centre Market",Fall,-0.0085,170,research and market call centre market research report understand current market condition influence five year sector forecast for the call centre market,153,22,7,telecom industry,2011,429
101819,nifty_320,2011-08-15,CloudLock Celebrates One-Year Securing Google Apps,Fall,-0.0085,50,cloudlock celebrates one year securing google apps,50,7,4,cybersecurity,2011,491
101822,nifty_320,2011-08-15,Industrial Defender Named Exclusive Provider of Leading Application Whitelisting Technology to Core Critical Infrastructure Markets,Fall,-0.0085,131,industrial defender named exclusive provider leading application whitelisting technology core critical infrastructure market,124,13,4,cybersecurity,2011,491
101840,nifty_320,2011-08-15,US STOCKS SNAPSHOT-Futures trim gains after NY factory data,Fall,-0.0085,59,stock snapshot future trim gain after factory data,50,8,2,stock,2011,421
101851,nifty_320,2011-08-15," Ford Tops Investments, GE Capitalizes, Yahoo Market Cap Dropping",Fall,-0.0085,65,ford top investment capitalizes yahoo market cap dropping,57,8,2,stock,2011,421
101853,nifty_320,2011-08-15,"Amid Health Care Reform and a Slow Economy, Benefits Brokers and Consultants Optimistic about Own Future but Concerned about Industry, According to MetLife Study",Fall,-0.0085,161,amid health care reform and slow economy benefit broker and consultant optimistic about own future but concerned about industry according metlife study,151,22,0,pharmacy,2011,753
101859,nifty_320,2011-08-15,China Kangtai Cactus Biotech Q2 Revenue Up 9% to $9.5M; Q2 Operating Income Up 68% to $3.85M; EPS $0.13; YTD Revenue Up 12% to $15.96M; Operating Income Up 69% to $5.88M,Fall,-0.0085,169,china kangtai cactus biotech revenue operating income eps ytd revenue operating income,86,12,0,pharmacy,2011,753
101894,nifty_320,2011-08-15,Email Protection Leader eCert and Cyber Intelligence Leader Cyveillance Team to Prevent Phishing and Keep Consumer Email Safe,Fall,-0.0085,125,email protection leader ecert and cyber intelligence leader cyveillance team prevent phishing and keep consumer email safe,122,17,4,cybersecurity,2011,491
101908,nifty_320,2011-08-15,"Deloitte Stakes Claim in Drug Safety & Regulatory Consulting Market With Acquisition of Intrasphere Technologies, Inc. Assets",Fall,-0.0085,125,deloitte stake claim drug safety regulatory consulting market with acquisition intrasphere technology inc asset,111,14,0,pharmacy,2011,753
101909,nifty_320,2011-08-15,Learning Tree International Partners with SANS to Deliver SANS Information Security Training,Fall,-0.0085,92,learning tree international partner with sans deliver sans information security training,88,11,4,cybersecurity,2011,491
101929,nifty_320,2011-08-15,"US STOCKS-Wall St to open up on M&A;, volatility seen down",Fall,-0.0085,58,stock wall open volatility seen down,36,6,2,stock,2011,421
101942,nifty_320,2011-08-15,PwC and HfS Research Examine the Evolution of Global Business Services,Fall,-0.0085,70,pwc and hf research examine the evolution global business service,65,10,7,telecom industry,2011,429
101954,nifty_320,2011-08-15,TREASURIES-US bond prices idle as investors watch stocks,Fall,-0.0085,56,treasury bond price idle investor watch stock,45,7,10,treasury,2011,387
101958,nifty_320,2011-08-15,Bio-Path Holdings Reports Second Quarter 2011 Financial Results,Fall,-0.0085,63,bio path holding report second quarter financial result,55,8,0,pharmacy,2011,753
101969,nifty_320,2011-08-15,US STOCKS SNAPSHOT-Wall St opens higher on M&A; news,Fall,-0.0085,52,stock snapshot wall open higher news,36,6,2,stock,2011,421
101988,nifty_320,2011-08-15,Research and Markets: The Smart TV Development Ecosystem - Examining the Companies that Provide Content Management & Delivery & Applications Development Technologies to Smart TVs,Fall,-0.0085,178,research and market the smart development ecosystem examining the company that provide content management delivery application development technology smart tv,158,20,7,telecom industry,2011,429
102013,nifty_320,2011-08-15," A Year on From Stuxnet, More Than 100 Critical Infrastructure Customers Rely on Q1 Labs for Security Intelligence",Fall,-0.0085,114,year from stuxnet more than critical infrastructure customer rely lab for security intelligence,95,13,4,cybersecurity,2011,491
102018,nifty_320,2011-08-15,"US STOCKS-Wall St rises on M&A;, Europe hopes",Fall,-0.0085,45,stock wall rise europe hope,27,5,2,stock,2011,421
102030,nifty_320,2011-08-15,"Research and Markets: Wireless Healthcare 2nd Edition - A Growing Interest From Care Providers, Insurers & Technology Developers is Driving the Industry's Expansion",Fall,-0.0085,164,research and market wireless healthcare edition growing interest from care provider insurer technology developer driving the industry expansion,143,18,0,pharmacy,2011,753
102031,nifty_320,2011-08-15,Research and Markets: The World Medical Markets Fact Book 2011,Fall,-0.0085,62,research and market the world medical market fact book,54,9,0,pharmacy,2011,753
102041,nifty_320,2011-08-15,Research and Markets: The World Pharmaceutical Markets Fact Book 2011,Fall,-0.0085,69,research and market the world pharmaceutical market fact book,61,9,0,pharmacy,2011,753
102109,nifty_320,2011-08-15,"TREASURIES-US bonds stable as stocks recover, long bonds fall",Fall,-0.0085,61,treasury bond stable stock recover long bond fall,49,8,10,treasury,2011,387
102116,nifty_320,2011-08-15,"U.S. bonds stable as stocks recover, long bonds fall",Fall,-0.0085,52,bond stable stock recover long bond fall,40,7,10,treasury,2011,387
102127,nifty_320,2011-08-15,CWCapital Forecasts Record-Breaking Year for 2011,Fall,-0.0085,49,cwcapital forecast record breaking year for,43,6,1,quarterly results (1),2011,867
102148,nifty_320,2011-08-15, NSS Labs Performs International Tests of Web Browsers Against Socially Engineered Malware,Fall,-0.0085,90,nss lab performs international test web browser against socially engineered malware,83,11,4,cybersecurity,2011,491
102157,nifty_320,2011-08-15,Is it time to jump back into stocks?,Fall,-0.0085,36,time jump back into stock,25,5,2,stock,2011,421
102183,nifty_320,2011-08-15,CEZ slightly raises 2011 profit outlook,Fall,-0.0085,39,cez slightly raise profit outlook,33,5,1,quarterly results (1),2011,867
102208,nifty_320,2011-08-15,"US STOCKS-Wall St gains for 3rd day on M&A;, Europe hopes",Fall,-0.0085,57,stock wall gain for day europe hope,35,7,2,stock,2011,421
102221,nifty_320,2011-08-15,"Research and Markets: Stroke - Pipeline Review, Q3 2011",Fall,-0.0085,55,research and market stroke pipeline review,42,6,0,pharmacy,2011,753
102239,nifty_320,2011-08-15,UPDATE 4-CEZ raises guidance in spite of Q2 profit slump,Fall,-0.0085,56,update cez raise guidance spite profit slump,44,7,1,quarterly results (1),2011,867
102245,nifty_320,2011-08-15,"Behind Google's $12.5B Motorola Gamble: Patents, Patents, Patents",Fall,-0.0085,65,behind google motorola gamble patent patent patent,50,7,7,telecom industry,2011,429
102259,nifty_320,2011-08-15,"Half of all Femtocell Security Gateway Revenue Will Come from Enterprise by 2016, According to ABI Research",Fall,-0.0085,107,half all femtocell security gateway revenue will come from enterprise according abi research,92,13,7,telecom industry,2011,429
102265,nifty_320,2011-08-15,US STOCKS-Wall St extends gains but caution persists,Fall,-0.0085,52,stock wall extends gain but caution persists,44,7,2,stock,2011,421
102266,nifty_320,2011-08-15,COLUMN-Is it time to jump back into stocks?,Fall,-0.0085,43,column time jump back into stock,32,6,2,stock,2011,421
102322,nifty_320,2011-08-15,US STOCKS SNAPSHOT-Wall St ends higher as M&A; lifts sentiment,Fall,-0.0085,62,stock snapshot wall end higher lift sentiment,45,7,2,stock,2011,421
102345,nifty_320,2011-08-15," Hidenet Secure Architectures, Inc. Ends Locate1Plus, Inc. Acquisition and Announces Resignation of CEO",Fall,-0.0085,103,hidenet secure architecture inc end locateplus inc acquisition and announces resignation ceo,92,12,4,cybersecurity,2011,491
102350,nifty_320,2011-08-15," Study Reveals Increased Combination of SIM and BI Tools for Security Data Mining, Data Warehousing and Threat Analysis",Fall,-0.0085,119,study reveals increased combination sim and tool for security data mining data warehousing and threat analysis,110,16,4,cybersecurity,2011,491
102370,nifty_320,2011-08-15,UPDATE 1-Agilent Q3 profit beats Street,Fall,-0.0085,39,update agilent profit beat street,33,5,1,quarterly results (1),2011,867
102376,nifty_320,2011-08-15,Agilent third quarter profit beats Street,Fall,-0.0085,41,agilent third quarter profit beat street,40,6,1,quarterly results (1),2011,867
102378,nifty_320,2011-08-15,TREASURIES-Bonds lose ground as U.S. stocks lure investors,Fall,-0.0085,58,treasury bond lose ground stock lure investor,45,7,10,treasury,2011,387
102401,nifty_320,2011-08-15,"Analysis: Google deal ups RIM's allure, but for how long?",Fall,-0.0085,57,analysis google deal ups rim allure but for how long,52,10,1,quarterly results (1),2011,867
102500,nifty_320,2011-08-15,CER Turns to Profit and Doubles Revenue to $25.6 Million in First Half 2011,Fall,-0.0085,75,cer turn profit and double revenue million first half,53,9,1,quarterly results (1),2011,867
102529,nifty_320,2011-08-15,Treasurys Dumped During Debt Debate,Fall,-0.0085,35,treasury dumped during debt debate,34,5,10,treasury,2011,387
102551,nifty_320,2011-08-15,Mining Boom Cuts Into Leighton Earnings,Fall,-0.0085,39,mining boom cut into leighton earnings,38,6,1,quarterly results (1),2011,867
102615,nifty_321,2011-08-16,American Media No Longer for Sale,Neutral,0.0007,33,american medium longer for sale,31,5,1,quarterly results (1),2011,867
102631,nifty_322,2011-08-17,China opens its healthcare sector,Fall,-0.0431,33,china open it healthcare sector,31,5,0,pharmacy,2011,753
102795,nifty_322,2011-08-17,Europe stocks briefly turn flat; banks trim losses,Fall,-0.0431,50,europe stock briefly turn flat bank trim loss,45,8,2,stock,2011,421
102800,nifty_322,2011-08-17,ENRC seeks to reassure on governance as profit climbs,Fall,-0.0431,53,enrc seek reassure governance profit climb,42,6,1,quarterly results (1),2011,867
